MLS_Number,Street_Number,Street_Name,Unit,City,Price,PSF,Area,Subdivision,Market_Area,Building_SF,Bedrooms,Baths,Stories,DOM
8587815,411,Walton,,Houston,950,0.7,9,Brooke Smith,Heights,1360,1,1,1,49
4803018,1507,Enid,C,Houston,750,0.73,9,Brooke Smith,Heights,1022,1,1,1,48
73445084,2618,Shady Acres,,Houston,2400,0.84,9,Shady Acres Landing Sec,Heights,2865,3,3.1,3,24
34399675,831,22nd,B,Houston,1050,0.87,9,Houston Heights,Heights,1209,1,1,1,64
88056629,2118,Stacy,,Houston,2500,0.88,9,Enclave On T C Jester,Heights,2832,4,3.1,2,65
15166252,1504,Nashua,,Houston,2350,0.9,9,Houston Heights Anx,Heights,2622,3,2.1,,4
69948775,212,Redan,,Houston,1795,0.91,9,Stinde Sec 01,Heights,1976,3,2,1,108
49043224,2123,Stacy,,Houston,2300,0.93,9,Enclave On T C Jester,Heights,2469,3,3.1,3,47
77681243,936,26th,B,Houston,2200,0.93,9,Shady Acres Pt Rep 07,Heights,2356,3,3.1,3,8
14380457,931,Cavalcade,B,Houston,985,0.94,9,Walton Court Add,Heights,1044,2,1,1,80
5306913,927,22nd,E,Houston,2300,0.94,9,Triple Palm LLC,Heights,2454,3,3.1,3,60
22865685,2638,Couch,,Houston,2375,0.96,9,Enclave/Shady Acres Sec 01,Heights,2476,3,2.1,,54
44431935,1222 1/2,Omar,Gar,Houston,1095,0.97,9,Stude Sec 02,Heights,1128,1,1,1,61
71360837,303,4th,,Houston,2600,0.97,9,Fallon Court,Heights,2678,3,3.1,3,55
18339288,2736,Cortlandt,C,Houston,2600,1,9,Sanchez Dream Homes,Heights,2590,3,3.1,3,47
48857453,2520,Bevis,,Houston,2200,1.01,9,Meyer Estates,Heights,2180,3,3.1,3,74
83076457,1831,Stacy Crest,,Houston,2650,1.01,9,Enclave/T C Jester,Heights,2626,3,3.1,3,22
23428795,1517,Hatcher Springs,,Houston,2750,1.01,9,Covington Park,Heights,2715,3,2.2,3,34
65188176,718,22nd,A,Houston,2250,1.01,9,Contemporary Heights Sec 8,Heights,2232,3,2.1,3,13
52254110,2314,Beall,,Houston,2500,1.03,9,The Heights,Heights,2420,3,3.1,3,40
95020800,941,Ridge,,Houston,1400,1.04,9,Ridgemont Sec 01,Heights,1352,1,1,1,18
14354925,2507,Brinkman,,Houston,2250,1.05,9,Contemporary Heights,Heights,2153,3,2.1,3,84
40530304,1843,Stacy,,Houston,2450,1.05,9,Enclave on TC Jester,Heights,2338,3,3.1,3,97
88714516,1123 1/2,Nadine,,Houston,1075,1.05,9,Stude Sec 01,Heights,1024,2,1,1,32
37012655,1902,Tabor,,Houston,1900,1.06,9,Sylvester Gardens,Heights,1800,3,2,1,20
38529703,1620,24th,A,Houston,2900,1.06,9,Cottages/24th Street,Heights,2736,3,3.1,3,36
21301863,1526,Yale,,Houston,850,1.06,9,Houston Heights,Heights,800,1,1,1,220
88396573,818,22nd,,Houston,2750,1.06,9,Estate/Shady Acres Amd Place,Heights,2600,3,3.1,3,21
28049444,1046,25th,,Houston,2100,1.07,9,Contemporary Heights Sec 10,Heights,1954,3,2.1,3,5
8006424,1424,24th,,Houston,2200,1.08,9,Quintanilla Gardens Amd,Heights,2031,3,2.1,2,87
53111463,1022,24th,A,Houston,2250,1.08,9,Contemporary Heights,Heights,2081,3,2.1,3,48
97398405,816,22nd,,Houston,2795,1.08,9,Estate/Shady Acres Amd Place,Heights,2600,3,3.1,3,23
61690578,219,27th,B,Houston,2700,1.08,9,West 27th Place,Heights,2489,3,3.1,3,57
37097174,117,26th,,Houston,1690,1.08,9,Sunset Heights,Heights,1572,2,1,,73
53763251,1255,17th,,Houston,2200,1.09,9,West Eighteenth Street T/H,Heights,2015,2,2.1,3,9
47995522,1048,26th,,Houston,2800,1.09,9,Shady Acres Pointe Sec 02,Heights,2571,3,2.1,2,4
44867893,917,21st,A,Houston,2100,1.09,9,Contemporary Heights Sec 09,Heights,1930,3,2.1,2,13
51017323,318,28th,I,Houston,2275,1.09,9,Rescon Heights,Heights,2094,3,2.1,3,83
90585022,1340,Prince,,Houston,2800,1.1,9,Heights Anx,Heights,2547,3,2.1,2,30
20039462,748,16th,A,Houston,2700,1.1,9,Seven Hundred Forty 8 West 16t,Heights,2459,3,3.1,3,71
64585732,519,E 28th,,Houston,3400,1.1,9,Sunset Heights,Heights,3084,3,3.1,2,85
25297877,1411,Nashua,B,Houston,2890,1.11,9,Houston Heights Anx,Heights,2592,3,2.1,2,25
66201503,1126,24th,,Houston,2795,1.11,9,Sunset Heights,Heights,2508,3,2.1,2,39
64631436,911,21st,C,Houston,2195,1.11,9,Heights/Greater Heights,Heights,1979,3,3.1,3,35
13374871,1436,Alexander,,Houston,1650,1.12,9,Houston Heights Annex,Heights,1470,2,1,1,79
51668542,935,Byrne,15,Houston,954,1.12,9,John Austin Surv Abs 1,Heights,850,2,1,1,18
75316501,931,25th,F,Houston,2650,1.12,9,Traditional Stylish Hms/West 02,Heights,2372,3,3.1,3,63
3508689,928,Nadine,,Houston,2800,1.12,9,Nadine Park,Heights,2507,3,2.1,3,3
80315915,1432,24th,,Houston,2295,1.13,9,Quintanilla Gardens 01 Amd P,Heights,2031,3,2.1,2,49
74318206,1415,Prince,,Houston,2195,1.13,9,Houston Heights Annex,Heights,1950,2,2,2,74
72554251,1428,Lawrence,,Houston,1900,1.14,9,Houston Heights Annex,Heights,1660,2,2,1,26
61721861,1243,23rd,,Houston,1500,1.14,9,Shady Acres,Heights,1316,2,1,1,18
46745066,842,26th,,Houston,2250,1.14,9,Contemporary Heights,Heights,1972,3,2.1,3,94
42857959,831,Studewood,,Houston,800,1.14,9,Stude Sec 02,Heights,700,1,1,1,79
85436381,2610,Ashland,,Houston,3000,1.15,9,VILLAS AT ASHLAND ST,Heights,2611,3,3.1,3,7
96756283,1506,Nashua,,Houston,2900,1.15,9,Houston Heights Anx,Heights,2530,3,2.1,2,44
3848161,1013,27th,,Houston,2990,1.15,9,Sunset Heights,Heights,2590,3,2.1,2,10
56431100,820,Heights,4,Houston,750,1.15,9,Houston Heights,Heights,650,1,1,2,3
39833631,810,28th,,Houston,2300,1.15,9,Sunset Heights,Heights,2001,3,2,2,85
40734711,726,Redwing Park,,Houston,1980,1.15,9,Airline Drive T H Amd,Heights,1722,2,2,2,13
75947406,722,Redwing Park,,Houston,1980,1.15,9,Airline Drive T/H Amd,Heights,1722,2,2,3,99
22173865,1230,25th,A,Houston,2900,1.16,9,Homefront Enclave,Heights,2492,3,3.1,2,52
37418028,513,Vincent,,Houston,2500,1.16,9,Esparza Residence,Heights,2159,3,3.1,3,63
44690881,1631,Walton,,Houston,1825,1.17,9,Oakdale Place 02 R/P,Heights,1561,4,2,1,58
96511812,318,28th,C,Houston,2445,1.17,9,Rescon Heights,Heights,2094,3,2.1,3,11
13393868,2035,W 14 1/2,,Houston,2900,1.18,9,Villas/ White Oak,Heights,2467,3,3.1,3,23
64090607,1239,17th,,Houston,2500,1.18,9,WEST EIGHTEENTH STREET TOWNHOMES,Heights,2118,3,3,3,40
93949289,1209,Herkimer,8,Houston,1299,1.18,9,Houston Heights,Heights,1100,2,1,1,3
41120300,1209,Herkimer St,9,Houston,1299,1.18,9,Houston Heights,Heights,1100,2,1,1,3
76343294,1131,24th,C,Houston,1900,1.18,9,West Twenty Fourth Street Squa,Heights,1616,2,2,3,110
72568782,930,Lawrence,,Houston,3995,1.18,9,Houston Heights,Heights,3377,4,3,2,146
10502220,748,16th,B,Houston,2900,1.18,9,SEVEN HUNDRED FORTY EIGHT WEST 16TH STRE,Heights,2459,3,3.1,3,10
40973647,735,Cavalcade,12,Houston,799,1.18,9,"A, B",Heights,680,1,1,2,101
18037342,955,24th,F,Houston,2900,1.19,9,Pad Homes/20 4th Street,Heights,2427,3,3.1,3,13
65813346,948,24th,,Houston,2800,1.2,9,Heights Landing,Heights,2328,3,3.1,3,38
73511342,406,28th,,Houston,3350,1.2,9,HOUSTON HEIGHTS,Heights,2786,3,4,2,8
43107930,319,10,C,Houston,2400,1.2,9,Houston Heights,Heights,2000,2,2.1,1,16
81136264,105,13th,,Houston,3350,1.2,9,Alamo Row East,Heights,2787,3,2.1,2,3
77845165,1815,Napa Creek,,Houston,2395,1.21,9,Newer Heights Village,Heights,1980,3,3.1,3,64
45447990,1813,NAPA CREEK,,Houston,2395,1.21,9,NEW HEIGHTS TOWNHOMES VILLAGE-ANC HOMES,Heights,1980,3,3.1,3,15
87947755,1325,24th,A,Houston,2995,1.21,9,TAYLOR PLACE,Heights,2475,3,3.1,4,26
9730720,1325,24th,C,Houston,3000,1.21,9,Taylor Place Amd #1,Heights,2475,3,3.1,4,13
79502909,805,23rd,B,Houston,3050,1.21,9,Zander Enclave,Heights,2524,3,3.1,4,17
36288828,735,Cavalcade,7,Houston,799,1.21,9,"A, B",Heights,660,1,1,1,51
20816914,324,6th,,Houston,3000,1.21,9,Three O 06,Heights,2489,3,2.1,3,81
54069702,1137 W,15th 1/2 Street,,Houston,3200,1.22,9,Shady Acres,Heights,2632,4,4.1,4,55
34767197,2622,Bevis,,Houston,2150,1.22,9,Bevis Street Manor,Heights,1765,2,2,3,21
96570848,1134,17th,E,Houston,2650,1.22,9,Heights,Heights,2170,3,3.1,3,115
41170352,1036,24th,,Houston,2385,1.22,9,Bercons Beall & West 24th Street,Heights,1958,3,3.1,3,21
62638025,1000,Heights,13,Houston,1095,1.22,9,Houston Heights,Heights,900,1,1.1,2,7
11414961,2053,14th 1/2,,Houston,3200,1.23,9,Villas/White Oak,Heights,2608,3,3.1,3,16
93211421,1810,Lula,,Houston,1300,1.23,9,Sapp Gardens,Heights,1060,2,1,1,11
49095114,1135,24th,E,Houston,2300,1.23,9,West Twenty 04 St Square R P 0,Heights,1872,2,2,3,9
93644335,1036,Louise,B,Houston,775,1.23,9,STUDE 1,Heights,630,1,1,1,65
45580193,2406,Beall,A,Houston,2900,1.24,9,Beall Street Place,Heights,2343,3,3.1,3,28
11699407,1115,Arlington,,Houston,4500,1.24,9,Houston Heights,Heights,3622,4,3,2,8
36793716,931,Cavalcade,A,Houston,1295,1.24,9,Walton Court Add,Heights,1044,2,1,1,32
16819598,732,20th,A,Houston,2800,1.24,9,West 20th Xing,Heights,2251,3,3.1,3,17
8386104,605,24th,,Houston,2850,1.24,9,Talia Heights,Heights,2290,3,3.1,3,35
410948,601,E 7th,17,Houston,995,1.24,9,TEN TWELVE HEIGHTS BLVD PATI,Heights,800,2,1,,66
78183432,601,E 7th,18,Houston,995,1.24,9,TEN TWELVE HEIGHTS BLVD PATI,Heights,800,2,1,,45
46105645,1824,Tabor,,Houston,1575,1.25,9,Abst 01 J Austin,Heights,1262,3,1,1,3
41807559,1327,21st,,Houston,1500,1.25,9,Shady Acres Sec 02,Heights,1200,3,2,1,38
68204344,1304,Nashua,B,Houston,2500,1.25,9,Houston Heights Annex,Heights,2000,2,2,3,60
38238236,1221,23rd,,Houston,2800,1.25,9,Shady Acres Pt Rep 9,Heights,2248,3,2.1,2,29
74270867,1110,28th,,Houston,1450,1.25,9,Sunset Heights Ext 1,Heights,1164,2,1,1,5
16764636,1034,Herkimer,,Houston,3600,1.25,9,Heights Homes/Herkimer Sub,Heights,2889,3,2.1,2,42
21636810,1032,Alexander,,Houston,2200,1.25,9,West Heights,Heights,1766,2,1,1,8
65399351,911,Harvard St,5,Houston,1250,1.25,9,Houston Heights,Heights,1000,2,2,2,195
59922832,311,10th,B,Houston,1450,1.25,9,Houston Heights,Heights,1160,2,1.1,2,7
70458999,1432,21st,F,Houston,2395,1.26,9,Sevillas/Shady Acres Sec 02,Heights,1900,3,3.1,3,57
36578619,1022,27th,,Houston,3500,1.26,9,Sunset Heights,Heights,2774,4,3.1,2,12
16078157,732,22nd,B,Houston,3495,1.26,9,Houston Heights,Heights,2770,2,2,2,11
10010703,608,Hawthorn Grove,,Houston,2399,1.26,9,New Heights Townhome village,Heights,1900,3,2.2,3,31
55411869,417,Oxford,,Houston,4200,1.26,9,Oxford Gardens,Heights,3346,3,3.1,3,56
53927316,1036,Louise,C,Houston,800,1.27,9,STUDE 1,Heights,630,1,1,1,15
49421788,213,26th,,Houston,3200,1.27,9,Houston Heights,Heights,2524,3,2.1,2,3
3650858,718C,LINK,,Houston,2495,1.28,9,T. H.  NEWER HEIGHTS PLACE ANC HOMES,Heights,1954,3,3.1,3,0
10880987,1702,Redwing Pines,,Houston,1800,1.28,9,Airline Drive T H Amd,Heights,1404,2,2,2,49
32928092,1144,25th,B,Houston,2400,1.28,9,West Twenty Fourth Street Squa,Heights,1872,2,2,3,8
19650181,1114,Gardner,,Houston,2500,1.28,9,Northwood Gardner Estates,Heights,1956,3,3,3,55
54076809,1000,Heights,16,Houston,895,1.28,9,Houston Heights,Heights,700,1,1,2,41
98892453,918,Heights,9,Houston,895,1.28,9,Houston Heights,Heights,700,1,1,2,13
76001409,610,28th,B,Houston,2700,1.28,9,Place on West 28th,Heights,2104,3,3.1,3,14
85648445,532,Cortlandt,4,Houston,1025,1.28,9,Houston Heights,Heights,800,1,1,2,17
58383696,1409,Laird St,B,Houston,2300,1.29,9,Laird Lofts,Heights,1786,2,2.1,3,6
53566226,1123,Arlington,,Houston,2200,1.29,9,Houston Heights,Heights,1700,3,1,1,9
12890401,1565,22nd,,Houston,3400,1.3,9,West 202nd Street Villas,Heights,2616,3,3.1,3,23
30554708,1561,22nd,,Houston,3400,1.3,9,West 202nd Street Villas,Heights,2616,3,3.1,3,69
28028244,1557,22nd,,Houston,3400,1.3,9,West 202nd Street Villas,Heights,2616,3,3.1,3,4
36771220,1059,25th,,Houston,3000,1.3,9,Heights Xing,Heights,2314,3,3.1,3,32
77270655,1031,21st,A,Houston,3000,1.3,9,Villas/21st Street,Heights,2316,4,3.1,3,19
72923570,734,Link,,Houston,2395,1.3,9,Enclave at newer heights,Heights,1845,3,3.1,3,7
87172697,726,Link,,Houston,2400,1.3,9,Enclave/Newer Heights,Heights,1845,3,3.1,3,33
25518195,434,21st,,Houston,2000,1.3,9,HOUSTON HEIGHTS,Heights,1540,2,1,1,4
38751407,212,Redan,2,Houston,1295,1.3,9,Stinde Sec 01,Heights,1000,2,1,1,86
33667508,713,21st,,Houston,1895,1.31,9,Houston Heights,Heights,1447,2,1,1,78
16019710,2232,Singleton,,Houston,2950,1.32,9,Singleton Street Twnhms,Heights,2230,3,3.1,3,9
52868118,1529,Blair,,Houston,3295,1.33,9,Houston Heights Annex Amd R P,Heights,2471,3,2,2,16
29904156,1215,25,D,Houston,2800,1.33,9,West Heights Commons Sec 1,Heights,2105,3,3.1,3,5
12141390,1115,15 1/2,A,Houston,2800,1.33,9,Audrey's Place,Heights,2105,3,3.1,3,13
24842286,1032,26th,A,Houston,2800,1.33,9,Grove/Shady Acres,Heights,2108,3,3.1,3,16
93918641,1012,Kern,,Houston,3000,1.33,9,Bercons Residences/Kern Ave,Heights,2263,3,2.1,2,13
53193142,923,Oxford,,Houston,6500,1.33,9,Houston Heights,Heights,4873,4,5,2,39
79255511,807,Tabor,,Houston,2600,1.33,9,Brooke Smith,Heights,1954,3,3,1,45
19049207,619,14th,B,Houston,745,1.33,9,Kutschbach,Heights,560,1,1,1,5
41430600,601,E 7th,15,Houston,800,1.33,9,TEN TWELVE HEIGHTS BLVD PATI,Heights,600,1,1,,70
58304500,811,Kern,,Houston,3575,1.34,9,Walton Court,Heights,2669,4,4.1,2,107
55357956,802,Waverly,B,Houston,2800,1.34,9,West 08 Street Commons,Heights,2084,3,3.1,3,7
36277130,602,21st,1,Houston,1675,1.34,9,Houston Heights,Heights,1250,2,2,1,95
49867075,1433,W 23rd,H,Houston,2700,1.35,9,COURTYARDS AT SHADY ACRES,Heights,2000,3,3.1,3,9
94855950,1121,Peddie,,Houston,895,1.35,9,North Norhill,Heights,665,1,1,1,1
64013573,802,Columbia,3,Houston,1150,1.35,9,Houston Heights,Heights,850,1,1,1,46
63422804,205,Payne,,Houston,3200,1.35,9,Depenbrock-Allen,Heights,2362,3,2.1,1,40
57458031,725,9th,,Houston,1900,1.36,9,Stude Sec 02,Heights,1400,2,1,1,11
10680520,525,Heights,17,Houston,1295,1.36,9,Houston Heights,Heights,950,2,1,1,66
950835,221,27th,,Houston,3000,1.36,9,Sunset Heights Pt Rep 2,Heights,2209,3,3.1,3,18
12674685,1161,24th,,Houston,3200,1.37,9,West 24th Street Enclave,Heights,2341,3,3.1,3,15
15431948,906,W 16th,,Houston,2095,1.37,9,Shady Acres Annex,Heights,1532,3,2,1,101
60377298,621,W 8th,,Houston,2850,1.37,9,WEST 8TH STREET COMMONS,Heights,2084,3,3.1,3,57
52522305,1549,22nd,,Houston,2950,1.38,9,West 202nd Street Villas,Heights,2138,3,3.1,3,3
85089531,1545,22nd,,Houston,2950,1.38,9,West 202nd Street Villas,Heights,2138,3,3.1,3,48
4733501,936,Heights,3,Houston,895,1.38,9,Houston Heights,Heights,650,1,1,1,19
50308067,903,9th,,Houston,4400,1.38,9,Herkimer Gardens,Heights,3187,4,2.1,2,5
86756801,425,9th,4,Houston,1100,1.38,9,HOUSTON HEIGHTS,Heights,800,2,1,1,35
50796746,307 1/2,Euclid,,Houston,1100,1.38,9,Woodland Heights Add,Heights,800,2,1,2,67
72951557,1047,Alexander,,Houston,2600,1.39,9,West Heights,Heights,1876,3,3,2,35
95209059,1028,Alexander,A,Houston,3100,1.39,9,West Heights,Heights,2228,3,3.1,4,9
17909665,909,24th,,Houston,2700,1.39,9,Colina Court on W 24th Street,Heights,1949,3,3.1,3,34
88115269,450,16th,,Houston,3695,1.39,9,HOUSTON HEIGHTS,Heights,2660,3,2.1,2,23
10585411,137.5,22nd,GAR APT,Houston,795,1.39,9,HOUSTON HEIGHTS,Heights,572,1,1,1,100
74371184,1504,23rd,B,Houston,3600,1.4,9,Shady Acres,Heights,2574,3,2.1,2,49
14424446,1316,Heights,4,Houston,1000,1.4,9,HOUSTON HEIGHTS,Heights,715,2,1,1,28
14320627,600,Heights,21,Houston,895,1.4,9,Houston Heights,Heights,640,1,1,2,28
38195287,410,Arlington,,Houston,4995,1.4,9,Houston Heights,Heights,3568,4,4.1,3,63
36265860,1706,White Oak,,Houston,995,1.41,9,WHITE OAK TERRACE,Heights,708,1,1,1,77
9395177,1704,White Oak,,Houston,995,1.41,9,WHITE OAK TERRACE,Heights,708,1,1,1,29
30604218,953,Yale,D,Houston,2250,1.41,9,Yale Street T H Condo,Heights,1600,3,2.1,3,71
56910704,935,Byrne,23,Houston,1200,1.41,9,John Austin Surv Abs 1,Heights,850,2,1,1,80
51459175,730,10th,734B,Houston,1025,1.41,9,Heights,Heights,725,1,1,2,31
20725161,631,18th,,Houston,4550,1.41,9,Heights,Heights,3224,4,4,2,75
71215469,1304,23rd,,Houston,3000,1.42,9,WEST 23RD STREET VILLAS,Heights,2109,3,3.1,,11
50272149,1024,Heights,4,Houston,1425,1.42,9,Houston Heights,Heights,1000,2,1,1,100
50476682,817,W 17th,,Houston,3795,1.42,9,Landmark Heights,Heights,2681,3,3.1,4,56
46260686,618,W 25th,,Houston,3700,1.42,9,Houston Heights,Heights,2606,4,2.1,2,7
41360299,525,Heights,8,Houston,895,1.42,9,Houston Heights,Heights,630,1,1,2,20
48406865,1880,White Oak,133,Houston,1250,1.43,9,White Oak Condo Ph 01,Heights,875,1,1,1,77
69456958,1511,Waverly,,Houston,1000,1.43,9,Houston Heights,Heights,700,1,1,2,45
90191072,1120,Shepherd,,Houston,1650,1.43,9,West Heights,Heights,1152,2,1,1,66
41640603,842,29th,,Houston,1950,1.43,9,Sunset Heights,Heights,1368,3,2,1,11
41894229,734,Shepherd,,Houston,3200,1.43,9,Park Place/Hts,Heights,2240,3,3.1,4,4
48220269,715,Dorothy,,Houston,3200,1.43,9,Park Place/Hts,Heights,2240,3,3.1,4,39
50867552,531,Threlkeld,,Houston,1300,1.43,9,Usener,Heights,912,2,1,1,6
24898791,1209,Wrightwood,,Houston,2950,1.44,9,Keystone Villas/Wrightwood,Heights,2042,3,3.1,4,12
10560245,1103,25th,B,Houston,1350,1.44,9,Sunset Heights Add,Heights,936,2,1,1,8
12328984,845,Beverly,4,Houston,950,1.44,9,STUDE 2,Heights,660,1,1,1,74
88297096,845,Beverly,2,Houston,950,1.44,9,STUDE 2,Heights,660,1,1,1,9
70580662,629,11th,3,Houston,1150,1.44,9,Studes Add 02,Heights,800,1,1,1,40
14309701,617,20th,,Houston,2600,1.44,9,Houston Heights,Heights,1801,3,2.1,2,10
36980635,320,Pecore,,Houston,2400,1.44,9,Quinn Estate,Heights,1672,3,2,1,87
18786528,317,18th,,Houston,2300,1.44,9,Heights,Heights,1596,1,1.1,2,19
60934185,215,Norma,203,Houston,1850,1.44,9,Heights Abbey First Amd,Heights,1284,1,1.1,1,37
37192102,4614,Kermit,,Houston,3500,1.45,9,SOJOURNER,Heights,2410,3,2.1,2,89
19009178,1737,24th,,Houston,2000,1.45,9,Cottages/Shady Acres,Heights,1380,2,2,2,7
65934915,1509,Enid,A,Houston,795,1.45,9,BROOKE SMITH,Heights,550,1,1,1,21
71991688,1506,Enid,,Houston,1495,1.45,9,Brooke Smith,Heights,1028,3,1,1,41
46580682,1149,Beasley Hills,,Houston,3150,1.45,9,Beall 15 1/2 Street Amd P,Heights,2176,3,3.1,4,12
78847368,723,10th 1/2,,Houston,1850,1.45,9,Stude Sec 02,Heights,1274,2,1.1,1,162
19722422,716,Nicholson,,Houston,2650,1.45,9,Nicholson Place,Heights,1824,3,3,3,20
12544318,611,20th,C,Houston,1375,1.45,9,Houston Heights,Heights,950,1,1,1,24
75393459,2219,Ashland,3,Houston,1100,1.46,9,Houston Heights,Heights,754,2,1,1,32
92220991,1527,Rutland,2,Houston,1575,1.46,9,Rutland Condo Declaratio,Heights,1082,2,1,1,38
69890324,1509,Enid,C,Houston,655,1.46,9,Brooke Smith,Heights,450,1,1,1,43
22271398,1504,Northwood,A,Houston,1650,1.46,9,Brooke Smith,Heights,1132,3,1.1,1,22
24081809,1222,Omar,,Houston,1645,1.46,9,Stude Sec 02,Heights,1128,2,1,1,53
58701275,1106,7th,,Houston,2950,1.46,9,Park Place/Hts,Heights,2019,3,3.1,4,16
20009803,605,24th,A,Houston,1195,1.46,9,Sunset Heights,Heights,820,2,1,1,77
25024122,535,Arlington,,Houston,1965,1.46,9,Houston Heights,Heights,1345,2,1.1,1,19
18054944,310,25th,,Houston,2700,1.46,9,Sunset Heights Add,Heights,1844,3,2,1,30
98575919,121,12th,A7,Houston,1400,1.46,9,Harvard Garden Condo,Heights,960,2,1,1,61
59882495,1880,White Oak,107,Houston,1450,1.47,9,White Oak Condo Ph 01,Heights,988,2,2,1,77
23853229,1860,White Oak,371,Houston,1800,1.47,9,White Oak Condos,Heights,1224,2,2.1,2,30
91884276,1607,15th,,Houston,3300,1.47,9,Nashua Manor,Heights,2240,3,3.1,3,24
62164268,823,21st,,Houston,4795,1.47,9,Houston Heights,Heights,3264,4,4.1,3,13
48771929,234,27th,1,Houston,995,1.47,9,Houston Heights,Heights,676,1,1,1,27
20743609,1108,7th,,Houston,2850,1.48,9,Park Place/Hts,Heights,1920,3,3.1,3,9
20463507,836,Herkimer,,Houston,2490,1.48,9,Herkimer Park,Heights,1680,2,2.1,2,43
58158475,523,Threlkeld,,Houston,3250,1.48,9,Usener,Heights,2203,3,2,2,9
70740577,1860,White Oak,314,Houston,1495,1.49,9,White Oak Condo Ph 03,Heights,1002,2,2,1,11
35753821,1110,Patton,5,Houston,895,1.49,9,Brooke Smith,Heights,600,1,1,2,35
65164337,232,25,,Houston,2850,1.49,9,Houston Heights,Heights,1910,2,2.1,2,4
31858522,224,25th,,Houston,2850,1.49,9,Houston Heights,Heights,1910,2,2.1,2,10
94338056,4605,Norhill,,Houston,1050,1.5,9,North Norhill,Heights,700,1,1,1,39
11249623,2729,RUTLAND,,Houston,3975,1.5,9,WEST 28TH STREET TERRACE-ANC HOMES,Heights,2658,3,2.2,3,113
70008374,2624,Morrison,,Houston,2600,1.5,9,Highland Park,Heights,1728,2,2,1,5
759618,1509,Enid,B,Houston,750,1.5,9,BROOKE SMITH,Heights,500,1,1,1,6
45563060,1509,Enid,B,Houston,750,1.5,9,BROOKE SMITH,Heights,500,1,1,1,55
44514537,855,25th,,Houston,2000,1.5,9,Park/West 25th,Heights,1332,2,2,2,6
73150300,514,Vincent,,Houston,1200,1.5,9,Brooke Smith Add,Heights,800,2,1,1,67
42714952,402,27th,,Houston,1900,1.5,9,Sunset Heights Amd 01,Heights,1263,2,2,1,15
17101932,1013,16th,,Houston,2825,1.51,9,Shady Acres Estates,Heights,1867,3,2.1,2,40
52188183,513,Ridge,9,Houston,1300,1.51,9,Woodland Heights,Heights,860,2,1,2,29
77611448,129,Parkview,2,Houston,1150,1.51,9,Highland,Heights,760,1,1,1,60
8875183,1511,Dorothy,,Houston,2500,1.52,9,HEIGHTS ANNEX,Heights,1644,2,2,2,6
43820449,1308,25th,A,Houston,2950,1.52,9,Sevillas/Shady Acres Sec 4,Heights,1936,3,3.1,3,51
88658868,1302,21st,B,Houston,2350,1.52,9,Shady Acres Sec 02,Heights,1550,2,2.1,1,7
86237194,739,6th 1/2,,Houston,1200,1.52,9,Stude Sec 02,Heights,792,2,1,1,12
43083337,319,10th,B,Houston,1900,1.52,9,Houston Heights,Heights,1250,2,2,2,10
73319217,1801,Cortlandt,12,Houston,950,1.53,9,HOUSTON HEIGHTS,Heights,620,1,1,1,30
35143398,1431,W 24th,,Houston,2650,1.53,9,Shady Acres,Heights,1734,3,2.1,2,29
97885459,1240,Allston,B,Houston,995,1.53,9,Houston Heights,Heights,650,1,1,2,56
59937723,728,6th 1/2,rear,Houston,1375,1.53,9,Stude Sec 02,Heights,900,1,1,1,87
87764308,704,22nd,2,Houston,995,1.53,9,Gostick,Heights,650,2,1,2,25
63816934,2802,Morrison,310,Houston,2150,1.54,9,Morrison Midrise,Heights,1393,2,2,1,57
12192523,2802,Morrison,208,Houston,1825,1.54,9,Woodland Heights,Heights,1186,2,1,1,56
77954316,1436,Dorothy,,Houston,1875,1.54,9,Houston Heights Annex,Heights,1218,2,2,1,168
3943310,1412,Walton,,Houston,1550,1.54,9,Brooke Smith,Heights,1008,2,1,1,30
18735968,627,20th,,Houston,2600,1.54,9,Houston Heights,Heights,1690,3,2.1,2,65
63856322,2013,Singleton,,Houston,2000,1.55,9,Gostick,Heights,1294,2,2,1,8
98401510,1909,Oxford,,Houston,2200,1.55,9,Houston Heights,Heights,1420,2,2,1,140
43402419,1147,21st,,Houston,1250,1.55,9,Heights,Heights,806,2,1,1,18
78075206,1115,Omar,B,Houston,1300,1.55,9,Norhill Add,Heights,837,2,1,1,69
48317703,712,Byrne,,Houston,1850,1.55,9,WOODLAND TERRACE,Heights,1196,2,2,1,57
46997200,1540,24th,,Houston,2900,1.56,9,Georgetown Manor,Heights,1862,3,2.1,2,1
79736681,1418,Dian,A,Houston,3000,1.56,9,Heights Anx,Heights,1920,3,2.1,2,12
82244898,1101,24th,,Houston,1500,1.56,9,Sunset Heights,Heights,960,2,1,1,25
90006513,714,Nicholson,,Houston,2850,1.56,9,Nicholson Place Sub,Heights,1824,3,3,3,6
84561128,600,Heights,26,Houston,999,1.56,9,Houston Heights,Heights,640,1,1,2,9
33943614,525,Heights,20,Houston,1095,1.56,9,Houston Heights,Heights,700,1,1,2,29
40798283,525,Heights,14,Houston,999,1.56,9,Houston Heights,Heights,640,1,1,2,31
74801889,1511,Waverly,,Houston,1100,1.57,9,Houston Heights,Heights,700,1,1,2,36
40179786,1405,Yale,,Houston,2350,1.57,9,Houston Heights,Heights,1499,3,1.1,1,4
